datetime,open,high,low,close,volume
2020-01-01 05:30:00,7195.24,7230.0,7175.46,7216.27,1394.867504
2020-01-01 07:30:00,7215.52,7245.0,7211.41,7225.01,1438.881676
2020-01-01 09:30:00,7225.0,7230.0,7215.03,7224.21,812.483174
2020-01-01 11:30:00,7224.24,7236.27,7199.11,7209.83,1248.811877
2020-01-01 13:30:00,7209.83,7210.51,7180.0,7188.77,1551.932076
2020-01-01 15:30:00,7189.07,7237.73,7185.2,7197.2,1614.722285
2020-01-01 17:30:00,7197.2,7233.33,7196.15,7221.2,1480.934482
2020-01-01 19:30:00,7221.17,7255.0,7208.17,7234.19,2011.602977
2020-01-01 21:30:00,7234.2,7249.99,7214.0,7236.83,1951.143347
2020-01-01 23:30:00,7237.02,7246.72,7225.17,7229.48,1029.439944
2020-01-02 01:30:00,7229.48,7242.98,7224.68,7233.17,677.288252
2020-01-02 03:30:00,7233.32,7234.49,7175.15,7200.85,1580.280571
2020-01-02 05:30:00,7200.77,7212.5,7185.11,7190.99,794.012516
2020-01-02 07:30:00,7190.99,7191.0,7120.37,7129.61,2945.342316
2020-01-02 09:30:00,7129.25,7161.0,7116.7,7138.93,1821.956867
2020-01-02 11:30:00,7138.93,7149.02,7105.0,7110.57,2236.004488
2020-01-02 13:30:00,7110.98,7165.0,7109.11,7162.01,1954.826456
2020-01-02 15:30:00,7162.18,7180.0,7139.03,7139.79,2207.376554
2020-01-02 17:30:00,7139.73,7163.4,7107.43,7131.15,2360.31119
2020-01-02 19:30:00,7131.18,7157.1,7120.0,7130.98,1818.730643
2020-01-02 21:30:00,7130.37,7146.85,6924.74,6970.04,9788.299692
2020-01-02 23:30:00,6970.04,6995.0,6949.96,6983.27,2910.728541
2020-01-03 01:30:00,6982.63,6985.0,6941.27,6977.73,1804.503049
2020-01-03 03:30:00,6977.55,6978.24,6950.0,6965.71,1309.39162
2020-01-03 05:30:00,6965.49,6966.47,6878.19,6888.85,3509.313727
2020-01-03 07:30:00,6888.26,6966.8,6871.04,6952.04,4116.583061
2020-01-03 09:30:00,6952.04,7264.71,6948.64,7220.47,13136.668662
2020-01-03 11:30:00,7220.49,7232.0,7185.04,7203.21,4260.636044
2020-01-03 13:30:00,7202.28,7358.88,7202.28,7348.42,9445.565141
2020-01-03 15:30:00,7349.3,7371.92,7281.3,7340.46,5751.31988
2020-01-03 17:30:00,7340.46,7380.0,7303.14,7348.87,3623.691618
2020-01-03 19:30:00,7348.36,7362.31,7229.3,7320.18,6955.293911
2020-01-03 21:30:00,7320.17,7405.0,7293.1,7355.26,8053.549997
2020-01-03 23:30:00,7355.23,7369.47,7280.0,7343.08,3681.53448
2020-01-04 01:30:00,7343.62,7361.0,7262.68,7283.0,2773.942327
2020-01-04 03:30:00,7281.69,7346.08,7260.01,7344.96,3120.401603
2020-01-04 05:30:00,7345.0,7350.0,7280.85,7309.16,2061.727723
2020-01-04 07:30:00,7308.71,7339.69,7296.18,7333.11,1632.057112
2020-01-04 09:30:00,7333.14,7369.28,7312.65,7344.69,1998.57199
2020-01-04 11:30:00,7344.7,7367.88,7327.32,7348.11,2520.977901
2020-01-04 13:30:00,7348.04,7369.18,7330.0,7363.88,2356.853858
2020-01-04 15:30:00,7364.32,7369.63,7302.1,7336.45,3328.006207
2020-01-04 17:30:00,7336.75,7339.58,7291.0,7303.88,2680.550993
2020-01-04 19:30:00,7303.72,7332.0,7296.44,7318.99,1744.282293
2020-01-04 21:30:00,7318.98,7352.0,7297.91,7351.99,2281.402238
2020-01-04 23:30:00,7351.36,7404.0,7272.21,7334.83,6076.95387
2020-01-05 01:30:00,7334.89,7367.31,7310.67,7350.68,2302.871575
2020-01-05 03:30:00,7350.72,7363.0,7328.9,7354.11,1003.719217
2020-01-05 05:30:00,7354.19,7481.87,7354.11,7459.18,7827.21118
2020-01-05 07:30:00,7459.91,7482.87,7432.79,7475.99,3484.238666
2020-01-05 09:30:00,7476.0,7495.0,7444.0,7459.12,2812.353785
2020-01-05 11:30:00,7458.51,7481.25,7437.4,7463.63,2054.552143
2020-01-05 13:30:00,7463.64,7472.0,7400.0,7427.74,3668.415429
2020-01-05 15:30:00,7427.7,7440.0,7403.21,7422.33,1996.661829
2020-01-05 17:30:00,7422.27,7460.46,7415.0,7431.15,2417.132347
2020-01-05 19:30:00,7431.16,7476.31,7425.0,7468.42,2671.776078
2020-01-05 21:30:00,7467.91,7484.0,7445.15,7464.65,2668.638385
2020-01-05 23:30:00,7464.62,7468.87,7421.77,7444.14,2179.136224
2020-01-06 01:30:00,7444.71,7445.0,7361.01,7368.52,2912.965781
2020-01-06 03:30:00,7367.62,7385.65,7318.0,7358.75,3638.003757
2020-01-06 05:30:00,7357.64,7426.82,7346.76,7423.5,2989.095328
2020-01-06 07:30:00,7423.06,7580.0,7421.64,7540.9,10589.163328
2020-01-06 09:30:00,7540.9,7554.61,7496.0,7532.85,3027.502391
2020-01-06 11:30:00,7532.85,7537.53,7505.57,7507.91,1795.215764
2020-01-06 13:30:00,7508.18,7553.0,7507.39,7550.78,3764.963674
2020-01-06 15:30:00,7550.84,7582.27,7526.88,7544.72,4062.363919
2020-01-06 17:30:00,7544.72,7622.0,7465.44,7528.64,5182.754436
2020-01-06 19:30:00,7528.59,7558.45,7505.02,7519.99,4028.139488
2020-01-06 21:30:00,7519.05,7561.0,7509.43,7558.48,2729.353939
2020-01-06 23:30:00,7558.78,7560.0,7524.0,7539.9,1774.21994
2020-01-07 01:30:00,7539.74,7608.0,7534.9,7578.42,3079.920579
2020-01-07 03:30:00,7578.42,7795.34,7574.39,7758.0,11613.00253
2020-01-07 05:30:00,7758.9,8000.0,7758.29,7905.67,16499.437402
2020-01-07 07:30:00,7905.67,7940.0,7885.75,7894.9,4469.999176
2020-01-07 09:30:00,7894.71,7905.5,7821.0,7869.33,5014.510284
2020-01-07 11:30:00,7869.29,7896.72,7851.26,7883.37,2765.178879
2020-01-07 13:30:00,7883.11,7904.72,7855.0,7856.26,3327.127487
2020-01-07 15:30:00,7856.26,7965.0,7856.15,7895.14,5371.674009
2020-01-07 17:30:00,7895.13,7915.77,7810.73,7847.99,6103.660102
2020-01-07 19:30:00,7847.99,7884.59,7740.29,7764.59,7711.979158
2020-01-07 21:30:00,7764.04,7952.05,7723.71,7938.33,9703.888212
2020-01-07 23:30:00,7937.88,8137.0,7919.22,8073.69,13611.016171
2020-01-08 01:30:00,8073.69,8188.0,7975.74,8016.44,9521.285347
2020-01-08 03:30:00,8016.43,8207.68,7945.72,8145.28,7071.928434
2020-01-08 05:30:00,8145.92,8455.0,8142.0,8370.92,20964.573615
2020-01-08 07:30:00,8370.93,8422.0,8244.93,8300.34,8918.193963
2020-01-08 09:30:00,8300.34,8377.0,8288.0,8334.77,5239.500265
2020-01-08 11:30:00,8334.76,8367.61,8277.21,8297.26,4520.086255
2020-01-08 13:30:00,8297.27,8329.09,8264.86,8297.21,4600.561442
2020-01-08 15:30:00,8296.98,8370.0,8284.19,8332.47,4415.204582
2020-01-08 17:30:00,8332.2,8418.61,8215.2,8384.99,9883.683764
2020-01-08 19:30:00,8384.99,8385.0,8184.0,8305.97,10547.989449
2020-01-08 21:30:00,8306.09,8335.79,8010.0,8077.68,20024.49751
2020-01-08 23:30:00,8077.68,8094.93,7963.05,7963.35,6709.224663
2020-01-09 01:30:00,7963.56,8060.86,7870.0,8016.06,12027.915872
2020-01-09 03:30:00,8017.36,8125.57,7988.58,8055.98,4771.21126
2020-01-09 05:30:00,8054.72,8055.96,7928.0,8004.8,5930.554423
2020-01-09 07:30:00,8004.05,8026.01,7935.56,7954.72,4059.705936
2020-01-09 09:30:00,7954.96,7978.31,7925.68,7941.83,3458.198387
2020-01-09 11:30:00,7941.99,7976.67,7896.0,7949.84,4517.722458
2020-01-09 13:30:00,7949.57,7955.83,7864.24,7872.35,5050.235743
2020-01-09 15:30:00,7872.36,7934.78,7852.01,7878.56,4835.855988
2020-01-09 17:30:00,7878.02,7945.0,7871.0,7897.52,5022.383738
2020-01-09 19:30:00,7897.54,7930.0,7875.55,7907.05,3443.201982
2020-01-09 21:30:00,7907.05,7920.01,7778.0,7798.6,8376.46176
2020-01-09 23:30:00,7798.23,7957.48,7788.68,7917.54,4994.46911
2020-01-10 01:30:00,7917.55,8000.0,7750.0,7789.96,11287.43727
2020-01-10 03:30:00,7789.99,7873.12,7788.78,7817.76,3263.293035
2020-01-10 05:30:00,7817.74,7854.06,7786.12,7804.99,2526.325442
2020-01-10 07:30:00,7804.99,7825.0,7770.0,7818.02,2420.087315
2020-01-10 09:30:00,7818.06,7819.84,7735.0,7748.86,3816.722704
2020-01-10 11:30:00,7748.0,7786.13,7711.76,7752.98,4778.977318
2020-01-10 13:30:00,7753.05,7754.36,7680.0,7716.47,7051.835991
2020-01-10 15:30:00,7716.02,7854.44,7672.0,7841.69,9138.874861
2020-01-10 17:30:00,7841.03,7944.0,7811.0,7870.4,8317.311976
2020-01-10 19:30:00,7870.7,8086.85,7850.01,8066.6,11629.938561
2020-01-10 21:30:00,8067.5,8140.11,7909.98,7966.3,11533.622346
2020-01-10 23:30:00,7966.3,8122.0,7964.01,8059.49,11385.315379
2020-01-11 01:30:00,8058.05,8135.21,8006.65,8049.99,5431.732071
2020-01-11 03:30:00,8048.24,8199.0,7981.59,8197.02,4376.033484
2020-01-11 05:30:00,8198.86,8253.26,8119.75,8204.86,6183.265362
2020-01-11 07:30:00,8204.84,8217.41,8125.09,8158.49,3846.339035
2020-01-11 09:30:00,8158.83,8179.94,8044.65,8083.41,3731.663729
2020-01-11 11:30:00,8083.41,8150.0,8055.71,8074.18,3721.277925
2020-01-11 13:30:00,8074.17,8129.97,8037.0,8114.22,4152.51
2020-01-11 15:30:00,8114.2,8117.03,8010.0,8045.95,3584.307925
2020-01-11 17:30:00,8045.89,8102.56,8018.41,8090.02,3740.792087
2020-01-11 19:30:00,8090.73,8135.0,8050.0,8099.73,3480.356888
2020-01-11 21:30:00,8099.16,8221.55,8070.0,8160.56,7172.075702
2020-01-11 23:30:00,8160.0,8189.0,8136.68,8151.78,2892.649246
2020-01-12 01:30:00,8151.77,8286.34,8060.25,8105.0,5555.242977
2020-01-12 03:30:00,8106.12,8139.69,8003.16,8020.01,6749.551791
2020-01-12 05:30:00,8020.01,8089.97,7960.0,8065.53,5077.129866
2020-01-12 07:30:00,8065.63,8110.92,8052.88,8091.33,2212.224631
2020-01-12 09:30:00,8090.7,8110.92,8070.98,8106.05,1708.339012
2020-01-12 11:30:00,8105.96,8153.84,8080.01,8097.51,3377.042459
2020-01-12 13:30:00,8097.51,8164.08,8080.01,8137.5,3297.321417
2020-01-12 15:30:00,8137.49,8140.87,8095.72,8114.08,2304.657484
2020-01-12 17:30:00,8114.08,8170.1,8113.11,8165.0,3335.873168
2020-01-12 19:30:00,8165.08,8185.0,8127.79,8152.7,3260.439286
2020-01-12 21:30:00,8152.63,8197.0,8072.0,8101.47,6243.195501
2020-01-12 23:30:00,8101.47,8160.42,8085.0,8132.01,3169.601226
2020-01-13 01:30:00,8131.4,8152.56,8091.22,8102.32,1528.000064
2020-01-13 03:30:00,8102.21,8185.0,8100.44,8184.98,2617.670222
2020-01-13 05:30:00,8184.97,8196.0,8138.0,8155.98,2503.961996
2020-01-13 07:30:00,8155.98,8159.52,8086.39,8105.77,2509.892929
2020-01-13 09:30:00,8105.73,8126.31,8077.65,8096.23,2168.031974
2020-01-13 11:30:00,8096.18,8115.0,8057.59,8075.26,3215.764072
2020-01-13 13:30:00,8075.26,8134.6,8065.0,8113.69,3561.492862
2020-01-13 15:30:00,8113.67,8131.56,8075.0,8075.01,3023.968571
2020-01-13 17:30:00,8076.86,8114.48,8055.89,8086.78,2952.708462
2020-01-13 19:30:00,8087.24,8103.18,8071.56,8084.89,2068.676339
2020-01-13 21:30:00,8085.07,8129.45,8071.12,8098.22,2582.603588
2020-01-13 23:30:00,8098.21,8121.84,8088.0,8111.83,1570.681348
2020-01-14 01:30:00,8111.83,8160.0,8104.93,8136.0,2788.0388
2020-01-14 03:30:00,8136.0,8141.01,8101.0,8110.34,2213.934742
2020-01-14 05:30:00,8110.34,8488.11,8105.54,8431.83,16311.092378
2020-01-14 07:30:00,8431.83,8473.18,8375.0,8461.84,8520.662619
2020-01-14 09:30:00,8461.83,8573.0,8453.35,8477.37,10533.418111
2020-01-14 11:30:00,8477.48,8542.43,8465.29,8509.99,4883.036452
2020-01-14 13:30:00,8509.85,8561.0,8482.0,8504.73,5119.138889
2020-01-14 15:30:00,8504.73,8530.0,8470.0,8526.87,5021.350965
2020-01-14 17:30:00,8526.87,8625.37,8480.0,8587.4,11472.579203
2020-01-14 19:30:00,8588.86,8760.0,8562.0,8675.48,16497.559397
