datetime,open,high,low,close,volume
2020-01-14 21:30:00,8673.18,8811.82,8520.0,8773.35,19348.177172
2020-01-14 23:30:00,8771.1,8850.0,8608.0,8767.56,11829.330138
2020-01-15 01:30:00,8765.51,8766.93,8666.22,8734.93,4269.037727
2020-01-15 03:30:00,8735.92,8880.0,8719.11,8810.01,6593.743691
2020-01-15 05:30:00,8814.64,8900.0,8701.0,8777.99,13144.023303
2020-01-15 07:30:00,8778.0,8835.0,8727.0,8727.61,4486.411387
2020-01-15 09:30:00,8727.0,8741.75,8564.0,8612.29,8415.183526
2020-01-15 11:30:00,8612.01,8693.72,8600.01,8627.13,3979.416071
2020-01-15 13:30:00,8626.8,8782.6,8605.03,8755.04,4796.585595
2020-01-15 15:30:00,8756.06,8810.0,8720.0,8730.0,6718.351031
2020-01-15 17:30:00,8730.0,8916.48,8720.38,8889.96,7832.316062
2020-01-15 19:30:00,8889.97,8903.02,8740.01,8762.74,10955.203186
2020-01-15 21:30:00,8762.73,8820.0,8676.08,8797.0,7592.458569
2020-01-15 23:30:00,8797.0,8798.19,8707.0,8761.57,4120.997816
2020-01-16 01:30:00,8761.57,8860.0,8738.37,8830.73,8245.34944
2020-01-16 03:30:00,8830.61,8876.4,8790.76,8821.41,4530.00162
2020-01-16 05:30:00,8820.01,8859.81,8613.32,8664.43,7596.168903
2020-01-16 07:30:00,8663.63,8697.79,8586.0,8640.01,5187.289772
2020-01-16 09:30:00,8640.01,8730.0,8615.0,8700.55,3576.483954
2020-01-16 11:30:00,8700.66,8727.24,8654.69,8680.0,3566.011621
2020-01-16 13:30:00,8679.99,8715.0,8606.0,8645.41,4640.286047
2020-01-16 15:30:00,8645.71,8725.0,8600.4,8724.91,5141.067432
2020-01-16 17:30:00,8724.82,8789.0,8660.0,8695.29,5468.541764
2020-01-16 19:30:00,8695.27,8725.0,8640.35,8710.02,3422.49398
2020-01-16 21:30:00,8710.01,8720.82,8626.0,8678.13,4362.251947
2020-01-16 23:30:00,8678.13,8718.0,8657.37,8705.0,2706.816811
2020-01-17 01:30:00,8705.01,8757.0,8672.0,8691.15,3680.019646
2020-01-17 03:30:00,8691.17,8748.0,8690.15,8720.01,2643.642407
2020-01-17 05:30:00,8720.15,8743.99,8672.44,8738.51,3145.639919
2020-01-17 07:30:00,8738.8,8840.4,8718.16,8786.43,5186.103329
2020-01-17 09:30:00,8786.43,8896.89,8760.0,8891.25,6814.719627
2020-01-17 11:30:00,8891.25,8997.0,8835.75,8933.95,10769.237987
2020-01-17 13:30:00,8935.54,8999.0,8899.26,8969.0,7311.217903
2020-01-17 15:30:00,8969.36,9041.65,8880.5,8903.45,8646.956239
2020-01-17 17:30:00,8903.53,8919.41,8765.0,8850.99,6999.393729
2020-01-17 19:30:00,8851.0,8867.29,8769.42,8850.83,4603.590674
2020-01-17 21:30:00,8851.39,8923.88,8837.97,8890.97,5379.029798
2020-01-17 23:30:00,8890.04,8955.55,8813.0,8879.71,5545.936202
2020-01-18 01:30:00,8879.63,8934.89,8861.66,8922.34,2897.790533
2020-01-18 03:30:00,8922.43,8961.6,8901.0,8913.28,3598.121437
2020-01-18 05:30:00,8913.27,8988.88,8855.55,8941.33,4621.657121
2020-01-18 07:30:00,8941.47,8948.57,8897.4,8925.99,2189.358182
2020-01-18 09:30:00,8926.07,8926.95,8815.0,8845.19,5195.459807
2020-01-18 11:30:00,8845.53,8879.97,8806.38,8843.63,2131.892765
2020-01-18 13:30:00,8843.63,8900.91,8818.0,8876.68,2558.26284
2020-01-18 15:30:00,8876.43,8919.0,8857.0,8879.79,2583.836998
2020-01-18 17:30:00,8879.29,8949.0,8876.76,8919.97,4230.706971
2020-01-18 19:30:00,8919.94,8964.0,8869.98,8903.26,4765.554438
2020-01-18 21:30:00,8903.27,8935.17,8848.8,8904.96,3763.909863
2020-01-18 23:30:00,8904.92,8916.98,8875.0,8907.93,1925.94148
2020-01-19 01:30:00,8907.79,8929.31,8889.0,8920.27,1673.381568
2020-01-19 03:30:00,8920.29,8960.0,8912.27,8915.96,2654.784512
2020-01-19 05:30:00,8915.09,9174.78,8888.02,9146.02,10391.002767
2020-01-19 07:30:00,9146.91,9198.98,9123.63,9157.61,4799.420221
2020-01-19 09:30:00,9157.74,9165.0,9112.0,9131.14,2844.364276
2020-01-19 11:30:00,9129.98,9147.56,9041.0,9084.36,4294.089154
2020-01-19 13:30:00,9083.8,9127.36,9052.0,9061.03,2900.229553
2020-01-19 15:30:00,9060.02,9079.44,8524.2,8681.44,17426.442742
2020-01-19 17:30:00,8681.16,8684.76,8559.02,8629.0,6979.46331
2020-01-19 19:30:00,8630.0,8657.61,8593.18,8631.95,3652.114108
2020-01-19 21:30:00,8630.98,8676.05,8610.0,8658.74,3037.271277
2020-01-19 23:30:00,8658.62,8661.68,8626.0,8645.57,1735.878383
2020-01-20 01:30:00,8646.67,8758.84,8632.82,8722.13,4271.811733
2020-01-20 03:30:00,8722.15,8752.0,8466.0,8701.7,8344.801735
2020-01-20 05:30:00,8701.72,8735.84,8635.97,8650.49,3663.627935
2020-01-20 07:30:00,8650.79,8674.81,8627.94,8667.56,2062.005789
2020-01-20 09:30:00,8667.64,8689.93,8632.76,8674.21,2026.982841
2020-01-20 11:30:00,8675.2,8694.0,8650.0,8665.14,2304.146394
2020-01-20 13:30:00,8665.24,8682.92,8595.0,8660.9,3238.98636
2020-01-20 15:30:00,8660.9,8670.79,8603.97,8615.25,3389.221641
2020-01-20 17:30:00,8615.71,8643.98,8521.28,8606.61,6743.988694
2020-01-20 19:30:00,8606.61,8678.55,8588.13,8675.38,4440.207351
2020-01-20 21:30:00,8675.45,8709.31,8641.71,8641.8,3120.606532
2020-01-20 23:30:00,8641.79,8686.04,8640.15,8673.67,1913.721398
2020-01-21 01:30:00,8673.51,8694.0,8660.0,8692.76,1380.344189
2020-01-21 03:30:00,8692.44,8746.99,8616.0,8642.35,4612.800622
2020-01-21 05:30:00,8642.35,8666.3,8618.0,8656.19,2039.967738
2020-01-21 07:30:00,8656.31,8683.0,8648.0,8674.1,1445.257131
2020-01-21 09:30:00,8674.09,8699.84,8643.58,8660.09,1659.190576
2020-01-21 11:30:00,8660.37,8669.48,8623.64,8634.7,2064.561322
2020-01-21 13:30:00,8634.16,8670.0,8613.8,8630.21,2618.62495
2020-01-21 15:30:00,8630.08,8677.12,8602.8,8656.76,3100.496425
2020-01-21 17:30:00,8656.76,8668.01,8634.62,8662.35,1910.843108
2020-01-21 19:30:00,8662.35,8676.95,8641.0,8645.06,2584.329657
2020-01-21 21:30:00,8645.1,8663.47,8621.52,8648.5,2520.531778
2020-01-21 23:30:00,8648.82,8650.0,8488.0,8531.86,4661.538352
2020-01-22 01:30:00,8530.75,8789.0,8529.11,8729.98,9611.351188
2020-01-22 03:30:00,8731.89,8764.98,8682.76,8736.03,2277.995434
2020-01-22 05:30:00,8736.04,8758.08,8705.0,8728.77,1953.068549
2020-01-22 07:30:00,8728.77,8743.57,8701.0,8715.77,1189.041245
2020-01-22 09:30:00,8715.0,8743.57,8715.0,8719.12,1167.808454
2020-01-22 11:30:00,8720.23,8818.0,8706.07,8740.27,3725.717474
2020-01-22 13:30:00,8740.49,8746.34,8643.31,8686.28,5012.827669
2020-01-22 15:30:00,8684.56,8686.68,8622.0,8659.87,3011.863922
2020-01-22 17:30:00,8659.0,8681.08,8636.31,8645.0,2359.263175
2020-01-22 19:30:00,8645.01,8675.0,8636.97,8655.37,2227.502103
2020-01-22 21:30:00,8655.32,8710.45,8590.0,8692.7,4414.199028
2020-01-22 23:30:00,8692.7,8694.25,8636.72,8670.39,1849.760217
2020-01-23 01:30:00,8670.0,8674.26,8650.01,8661.0,973.504405
2020-01-23 03:30:00,8660.99,8686.22,8645.8,8682.36,1196.000897
2020-01-23 05:30:00,8682.77,8691.81,8593.48,8599.96,2437.747333
2020-01-23 07:30:00,8599.26,8620.0,8568.26,8597.23,3204.394763
2020-01-23 09:30:00,8598.0,8613.38,8502.82,8562.88,3837.504009
2020-01-23 11:30:00,8562.88,8604.78,8502.0,8581.75,3550.111378
2020-01-23 13:30:00,8581.71,8624.51,8413.38,8440.84,7924.553734
2020-01-23 15:30:00,8440.84,8475.0,8400.0,8423.0,4855.104704
2020-01-23 17:30:00,8422.98,8488.0,8333.0,8350.0,6197.757553
2020-01-23 19:30:00,8350.0,8400.0,8326.0,8359.42,4164.990729
2020-01-23 21:30:00,8357.81,8380.0,8315.0,8325.75,3706.260042
2020-01-23 23:30:00,8325.28,8380.0,8306.39,8370.98,2782.778235
2020-01-24 01:30:00,8369.9,8432.79,8345.79,8395.27,2819.350439
2020-01-24 03:30:00,8394.53,8445.0,8354.18,8404.52,2685.391678
2020-01-24 05:30:00,8404.52,8419.86,8358.36,8360.06,1804.618407
2020-01-24 07:30:00,8359.46,8368.37,8275.5,8320.57,4424.216214
2020-01-24 09:30:00,8320.59,8347.82,8295.92,8321.86,2135.271922
2020-01-24 11:30:00,8320.94,8353.91,8307.5,8340.0,1943.398335
2020-01-24 13:30:00,8338.53,8346.22,8260.19,8260.23,3686.996665
2020-01-24 15:30:00,8260.2,8418.0,8238.0,8412.77,7600.419434
2020-01-24 17:30:00,8413.42,8480.0,8369.72,8466.27,5390.668028
2020-01-24 19:30:00,8466.89,8515.0,8440.91,8506.44,4581.751173
2020-01-24 21:30:00,8507.8,8528.02,8445.14,8472.41,3138.136002
2020-01-24 23:30:00,8472.85,8524.0,8469.7,8498.76,2326.627642
2020-01-25 01:30:00,8498.5,8519.75,8462.1,8509.36,2013.719219
2020-01-25 03:30:00,8508.84,8515.0,8413.36,8439.0,2641.706488
2020-01-25 05:30:00,8438.99,8451.26,8254.9,8286.29,5016.296014
2020-01-25 07:30:00,8286.27,8349.0,8284.35,8297.62,2142.153441
2020-01-25 09:30:00,8298.08,8336.73,8282.25,8330.01,1545.55425
2020-01-25 11:30:00,8330.0,8357.89,8307.97,8316.2,1871.489076
2020-01-25 13:30:00,8316.72,8382.97,8306.65,8348.65,2174.898062
2020-01-25 15:30:00,8348.65,8367.28,8311.0,8316.44,2109.708685
2020-01-25 17:30:00,8316.44,8358.94,8286.87,8324.26,2271.362863
2020-01-25 19:30:00,8324.26,8353.5,8309.0,8335.14,1738.461809
2020-01-25 21:30:00,8334.6,8362.75,8328.09,8339.84,1359.328472
2020-01-25 23:30:00,8337.38,8375.0,8325.0,8362.91,1283.879074
2020-01-26 01:30:00,8362.25,8420.0,8349.71,8391.0,1948.873477
2020-01-26 03:30:00,8391.0,8420.0,8340.0,8340.58,2059.152709
2020-01-26 05:30:00,8340.01,8353.07,8293.66,8343.88,2084.24606
2020-01-26 07:30:00,8343.9,8386.8,8321.1,8368.82,1232.776793
2020-01-26 09:30:00,8368.21,8395.0,8350.0,8377.28,1393.754902
2020-01-26 11:30:00,8378.21,8394.77,8343.2,8385.17,1642.220879
2020-01-26 13:30:00,8384.85,8477.77,8382.48,8419.97,4355.268962
2020-01-26 15:30:00,8419.97,8482.8,8411.11,8479.15,2600.071517
2020-01-26 17:30:00,8479.15,8488.0,8436.0,8454.21,2189.050284
2020-01-26 19:30:00,8455.1,8477.01,8440.0,8459.67,1790.634783
2020-01-26 21:30:00,8459.66,8595.59,8454.01,8578.86,5807.829856
2020-01-26 23:30:00,8578.85,8618.0,8544.01,8569.1,3662.980062
2020-01-27 01:30:00,8566.99,8610.0,8560.83,8600.84,1828.750539
2020-01-27 03:30:00,8600.88,8618.13,8550.55,8615.0,2542.900527
2020-01-27 05:30:00,8614.39,8704.0,8614.39,8661.4,5749.856961
2020-01-27 07:30:00,8661.42,8680.0,8632.45,8670.1,2352.160176
2020-01-27 09:30:00,8670.11,8686.86,8630.84,8653.3,2384.296758
2020-01-27 11:30:00,8653.36,8675.0,8639.85,8658.01,1566.107322
2020-01-27 13:30:00,8658.01,8660.16,8535.0,8641.99,4996.766189
2020-01-27 15:30:00,8642.24,8750.0,8624.2,8735.67,4836.197991
2020-01-27 17:30:00,8735.67,8785.0,8700.41,8739.6,6326.228651
2020-01-27 19:30:00,8739.6,8796.95,8717.1,8779.67,3950.123977
2020-01-27 21:30:00,8779.68,8814.08,8749.2,8767.06,4943.520128
2020-01-27 23:30:00,8767.29,8988.0,8763.0,8932.12,8779.096865
2020-01-28 01:30:00,8932.11,9000.0,8920.0,8964.85,4539.987123
2020-01-28 03:30:00,8964.73,8970.0,8890.1,8907.57,3549.200855
2020-01-28 05:30:00,8907.57,9166.0,8907.56,9132.96,8993.355868
2020-01-28 07:30:00,9132.96,9149.8,9073.91,9111.95,3327.920241
2020-01-28 09:30:00,9111.59,9136.76,8930.67,9059.1,6400.724068
2020-01-28 11:30:00,9058.12,9078.03,8990.0,9039.92,3459.834141
2020-01-28 13:30:00,9039.68,9041.59,8962.35,8975.17,4057.460045
2020-01-28 15:30:00,8975.17,9117.47,8942.0,9082.13,6503.370075
2020-01-28 17:30:00,9081.34,9100.0,9015.0,9086.36,5139.692717
2020-01-28 19:30:00,9086.45,9188.0,8958.0,9024.58,12267.483975
2020-01-28 21:30:00,9025.47,9045.88,8862.4,8983.03,7816.444933
2020-01-28 23:30:00,8983.05,9040.0,8965.38,9010.86,3191.222035
2020-01-29 01:30:00,9010.23,9120.0,9007.74,9050.64,4040.531974
2020-01-29 03:30:00,9050.19,9400.0,9045.29,9374.21,9386.813693
2020-01-29 05:30:00,9375.34,9420.82,9316.0,9344.24,6717.816346
2020-01-29 07:30:00,9344.24,9362.53,9261.32,9343.5,3569.558194
2020-01-29 09:30:00,9343.75,9379.93,9314.0,9355.07,2834.157662
2020-01-29 11:30:00,9354.95,9393.04,9317.08,9365.0,4547.301605
2020-01-29 13:30:00,9365.0,9387.99,9319.2,9332.48,3912.25524
2020-01-29 15:30:00,9332.48,9434.94,9216.0,9303.15,9594.195742
2020-01-29 17:30:00,9303.16,9351.5,9250.05,9324.07,4564.504611
2020-01-29 19:30:00,9324.07,9345.42,9279.35,9285.01,2812.77505
2020-01-29 21:30:00,9285.0,9375.0,9265.0,9343.81,4000.90739
2020-01-29 23:30:00,9343.81,9415.0,9322.26,9393.98,3930.791971
2020-01-30 01:30:00,9393.73,9449.24,9330.0,9377.99,4698.469308
2020-01-30 03:30:00,9377.99,9386.81,9288.75,9301.53,2681.332003
2020-01-30 05:30:00,9301.57,9333.97,9204.44,9296.36,5084.440447
2020-01-30 07:30:00,9296.26,9296.26,9247.82,9280.3,1894.490899
2020-01-30 09:30:00,9281.63,9360.0,9277.23,9318.0,2950.574092
2020-01-30 11:30:00,9318.0,9399.0,9305.0,9391.02,3444.667281
2020-01-30 13:30:00,9391.55,9408.36,9320.01,9364.49,4340.826877
2020-01-30 15:30:00,9364.49,9376.98,9315.0,9338.21,2829.849912
2020-01-30 17:30:00,9338.21,9401.0,9332.29,9386.97,4166.955583
2020-01-30 19:30:00,9388.5,9412.35,9306.0,9386.88,5361.323655
2020-01-30 21:30:00,9385.41,9523.4,9220.0,9468.5,16634.647789
2020-01-30 23:30:00,9468.5,9530.0,9458.02,9506.82,6161.797131
